TotalCharges,AvgChargePerMonth,tenure,MonthlyCharges,Contract_Month-to-month,OnlineSecurity_No,PaymentMethod_Electronic check,TechSupport_No,gender,PaperlessBilling,InternetService_Fiber optic,Partner,Contract_Two year,OnlineBackup_No,Dependents,Churn
6998.95,99.985,69,105.4,0,1,0,0,0,0,1,1,1,0,0,0
36.8,12.266666666666666,2,20.25,1,0,0,0,1,0,0,0,0,0,0,0
6547.7,105.60806451612903,61,106.0,0,0,1,1,1,1,1,1,0,0,1,1
4346.4,103.48571428571428,41,104.7,1,1,1,1,1,1,1,0,0,0,0,1
2265.0,50.333333333333336,44,49.05,0,1,1,1,0,1,0,0,0,1,0,0
1309.15,32.728750000000005,39,35.55,0,1,0,0,1,0,0,0,0,1,0,0
4754.3,65.12739726027398,72,65.1,0,0,0,0,1,1,0,1,1,0,1,0
1235.55,88.25357142857142,13,96.85,1,1,1,1,0,1,1,0,0,1,0,0
3562.5,68.50961538461539,51,69.75,0,0,0,0,0,1,0,1,0,0,1,0
7213.75,100.19097222222223,71,99.2,0,1,1,1,0,1,1,1,1,0,0,0
2082.95,90.56304347826087,22,96.7,1,1,1,1,1,1,1,0,0,1,0,1
102.75,34.25,2,55.05,1,1,0,0,0,1,0,0,0,0,0,1
5914.4,103.76140350877192,56,106.8,0,1,1,1,0,1,1,0,0,0,0,0
51.25,25.625,1,51.25,1,0,0,1,1,0,0,0,0,1,0,0
1282.85,53.45208333333333,23,57.75,0,0,0,0,0,1,0,1,0,0,1,0
4738.85,70.72910447761194,66,70.85,0,1,0,1,0,1,0,1,0,0,0,0
19.55,9.775,1,19.55,1,0,0,0,0,0,0,0,0,0,0,0
1775.8,88.78999999999999,19,88.2,1,1,1,1,1,1,1,0,0,0,0,1
795.65,66.30416666666666,11,79.5,1,0,0,1,1,1,1,0,0,1,0,0
145.0,16.11111111111111,8,19.75,0,0,0,0,0,1,0,1,0,0,1,1
4993.4,94.21509433962264,52,98.15,1,0,0,1,0,0,1,1,0,0,1,0
61.45,15.3625,3,20.25,1,0,1,0,1,1,0,0,0,0,0,0
4018.55,77.2798076923077,51,79.15,1,0,0,1,0,1,1,1,0,0,1,0
1146.65,71.665625,15,75.65,1,1,1,1,1,0,1,0,0,1,0,1
6081.4,93.55999999999999,64,94.25,1,1,1,1,1,1,1,1,0,0,0,0
1478.85,38.91710526315789,37,40.2,1,1,0,1,0,1,0,0,0,1,0,0
243.65,17.40357142857143,13,19.95,0,0,0,0,1,0,0,0,1,0,0,0
2633.95,52.678999999999995,49,55.35,0,0,1,1,1,1,0,1,0,1,0,0
4735.35,102.94239130434784,45,102.15,0,1,0,1,0,1,1,0,0,1,0,0
1247.75,65.67105263157895,18,71.1,1,1,1,1,0,1,1,0,0,1,0,0
74.7,37.35,1,74.7,1,1,1,1,1,1,1,0,0,1,0,1
3794.5,54.992753623188406,68,54.1,0,0,0,1,1,1,0,1,1,1,0,0
1008.7,18.34,54,19.65,0,0,0,0,1,0,0,0,1,0,0,0
2130.55,88.77291666666667,23,88.45,1,1,0,1,0,1,1,1,0,0,1,0
1313.55,72.975,17,76.65,1,1,1,1,1,1,1,0,0,1,0,1
5727.15,79.54374999999999,71,80.4,0,0,0,0,1,0,0,1,1,0,0,0
1372.9,20.189705882352943,67,19.25,0,0,0,0,0,1,0,1,1,0,1,0
1203.9,80.26,14,84.8,1,1,1,1,0,1,1,1,0,1,1,0
25.8,12.9,1,25.8,1,1,0,1,0,1,0,0,0,1,0,1
1215.1,18.9859375,63,19.5,0,0,0,0,0,0,0,0,1,0,1,0
2877.05,68.50119047619049,41,68.6,0,1,1,0,0,1,0,0,0,1,0,0
1579.7,87.76111111111112,17,92.6,1,1,1,1,0,0,1,1,0,1,0,0
5514.95,96.75350877192982,56,100.55,0,0,1,1,1,1,1,1,0,1,0,0
96.1,16.016666666666666,5,20.55,1,0,0,0,0,0,0,0,0,0,0,0
72.4,24.133333333333336,2,42.6,1,0,1,1,0,1,0,0,0,0,0,1
55.25,13.8125,3,19.6,1,0,0,0,0,1,0,1,0,0,0,0
2443.3,64.29736842105264,37,67.45,0,0,1,0,1,0,0,0,0,0,0,0
1970.5,65.68333333333334,29,68.85,1,0,0,1,0,1,0,0,0,0,0,1
335.4,37.266666666666666,8,43.55,1,1,0,1,1,0,0,0,0,1,0,0
7002.95,109.42109375,63,109.85,1,1,0,0,0,1,1,0,0,0,0,0
158.95,19.86875,7,20.65,1,0,0,0,0,0,0,1,0,0,1,0
293.15,73.2875,3,95.4,1,1,1,1,0,0,1,0,0,0,0,0
1493.75,20.46232876712329,72,21.0,0,0,0,0,1,0,0,1,1,0,1,0
1093.4,54.67,19,56.2,1,1,1,1,0,1,0,0,0,1,0,0
1057.85,17.63083333333333,59,18.4,0,0,0,0,0,0,0,1,1,0,0,0
190.05,63.35,2,90.0,1,1,0,0,1,0,1,1,0,1,1,1
882.55,24.515277777777776,35,25.75,1,0,1,0,0,1,0,1,0,0,1,0
300.4,20.026666666666664,14,19.6,1,0,0,0,1,0,0,0,0,0,0,0
1025.95,68.39666666666668,14,75.35,1,1,1,1,0,0,1,0,0,1,0,1
1436.95,20.527857142857144,69,19.8,0,0,0,0,0,0,0,1,1,0,1,0
475.0,59.375,7,64.2,1,0,1,0,1,0,0,1,0,0,0,0
5388.15,76.97357142857142,69,75.75,0,0,0,0,1,1,0,1,1,0,1,0
5730.15,78.49520547945205,72,78.95,0,1,1,0,0,1,0,1,1,0,1,0
819.55,91.0611111111111,8,100.85,1,1,1,1,1,0,1,0,0,0,0,1
217.1,43.42,4,50.3,1,0,1,1,0,0,0,1,0,1,1,0
4896.35,76.50546875,63,80.3,1,1,0,1,1,1,1,1,0,0,1,0
1434.1,19.645205479452052,72,19.85,0,0,0,0,1,0,0,0,1,0,0,0
937.1,19.938297872340424,46,21.1,0,0,1,0,0,1,0,0,1,0,0,0
330.15,55.025,5,69.95,1,1,1,1,0,0,1,1,0,1,0,1
1474.9,47.57741935483871,30,50.0,1,1,0,1,1,1,0,1,0,1,0,0
6536.5,102.1328125,63,104.75,0,1,0,1,1,1,1,0,1,0,0,0
1128.1,18.49344262295082,60,19.85,0,0,0,0,0,0,0,0,1,0,0,0
6873.75,107.40234375,63,107.5,0,1,1,1,0,1,1,1,0,0,0,1
2199.05,84.57884615384616,25,85.9,1,1,1,0,1,0,1,1,0,1,1,0
45.85,22.925,1,45.85,1,1,0,1,1,1,0,0,0,1,0,1
457.1,65.3,6,80.8,1,1,1,1,1,1,1,1,0,1,0,0
566.5,24.630434782608695,22,25.25,0,0,0,0,1,0,0,0,1,0,0,0
2471.6,77.2375,31,80.55,0,1,0,0,0,0,0,1,1,0,1,0
3107.3,77.6825,39,81.5,1,1,0,0,0,1,1,1,0,1,1,0
518.3,19.196296296296296,26,20.9,1,0,0,0,1,0,0,0,0,0,0,0
5769.75,106.84722222222223,53,106.1,0,0,0,1,0,1,1,1,0,0,0,1
91.7,45.85,1,91.7,1,1,1,0,0,0,1,0,0,0,0,1
832.3,64.02307692307691,12,67.25,1,0,1,0,1,1,0,0,0,0,0,0
1555.65,91.50882352941177,16,95.6,1,1,0,1,0,1,1,0,0,0,0,1
45.3,15.1,2,20.35,1,0,0,0,0,0,0,0,0,0,0,0
1790.6,44.765,39,45.05,0,0,0,0,1,0,0,0,0,1,1,0
74.95,37.475,1,74.95,1,1,1,1,1,1,1,0,0,1,0,1
246.6,30.825,7,34.65,1,0,0,0,0,0,0,1,0,1,1,0
261.65,52.33,4,69.35,1,1,1,1,1,0,1,0,0,1,0,0
898.35,81.66818181818182,10,95.35,1,1,1,1,1,1,1,0,0,1,0,1
4509.5,80.52678571428571,55,81.55,1,1,1,1,0,1,1,0,0,0,0,0
5480.25,75.07191780821918,72,75.4,0,1,0,1,1,1,0,1,1,0,1,0
653.15,59.377272727272725,10,67.8,1,1,0,1,0,1,0,1,0,1,0,0
1183.05,98.58749999999999,11,111.4,1,1,1,0,1,1,1,0,0,0,0,0
639.45,39.965625,15,46.3,1,1,1,1,0,0,0,1,0,1,1,0
478.75,19.947916666666668,23,20.4,0,0,0,0,0,0,0,1,1,0,1,0
20.05,10.025,1,20.05,1,0,0,0,1,0,0,0,0,0,1,0
127.1,31.775,3,45.0,1,1,1,1,0,0,0,0,0,1,0,1
4391.45,91.48854166666666,47,96.1,0,0,1,1,1,1,1,1,0,0,1,0
270.6,16.9125,15,19.65,0,0,0,0,0,0,0,0,0,0,1,0
6710.5,100.15671641791045,66,99.5,1,1,1,1,1,0,1,0,0,0,0,1
3975.9,57.62173913043478,68,60.65,0,1,0,0,0,1,0,1,0,0,0,0
1704.95,94.71944444444445,17,98.6,0,1,0,0,0,0,1,1,0,1,1,1
415.95,51.99375,7,59.5,1,1,0,0,0,1,0,0,0,1,0,1
950.2,73.0923076923077,12,80.45,1,1,1,1,1,1,1,1,0,1,0,1
1497.05,68.04772727272727,21,71.7,0,1,0,1,0,0,0,1,0,0,0,0
780.15,35.461363636363636,21,36.0,1,1,0,0,1,1,0,0,0,0,0,0
3512.15,61.61666666666667,56,65.2,0,0,0,1,0,0,0,1,0,1,1,0
273.25,39.035714285714285,6,48.95,1,1,0,1,0,1,0,1,0,1,1,0
3517.9,53.301515151515154,65,53.5,0,1,0,1,0,1,0,0,1,0,0,0
3375.9,78.5093023255814,42,80.45,0,0,0,0,1,0,0,1,0,1,0,0
7508.55,108.8195652173913,68,109.05,0,0,0,0,0,1,1,1,1,1,1,0
1245.05,25.409183673469386,48,26.3,0,0,0,0,1,0,0,1,1,0,1,0
5347.95,104.86176470588235,50,106.8,0,1,1,0,0,1,1,0,0,0,0,0
493.65,61.70625,7,64.95,1,1,1,1,0,1,0,0,0,0,0,0
1263.85,19.74765625,63,19.35,0,0,1,0,0,0,0,1,1,0,1,0
385.55,21.419444444444444,17,21.1,1,0,0,0,1,0,0,0,0,0,0,0
3384.0,78.69767441860465,42,77.95,1,1,0,1,0,1,1,1,0,1,1,1
84.2,16.84,4,18.85,1,0,0,0,1,0,0,1,0,0,1,0
1638.7,26.011111111111113,62,26.0,0,0,0,0,0,0,0,0,1,0,1,0
165.4,55.13333333333333,2,74.7,1,1,1,1,1,1,1,0,0,0,0,1
120.25,40.083333333333336,2,70.35,1,1,1,1,0,1,1,1,0,1,0,0
4473.45,91.29489795918367,48,96.9,0,0,0,1,1,1,1,1,1,0,0,0
520.55,18.59107142857143,27,19.55,0,0,0,0,1,0,0,1,1,0,0,0
5717.85,80.5330985915493,70,80.4,0,1,0,0,0,1,0,1,1,0,1,0
88.8,44.4,1,88.8,1,1,1,1,1,1,1,0,0,1,0,1
4312.5,91.75531914893617,46,94.65,0,1,1,1,1,1,1,1,0,0,0,0
2755.35,88.88225806451612,30,90.25,1,1,1,1,1,1,1,0,0,1,0,1
994.55,62.159375,15,64.65,1,0,0,1,0,1,0,0,0,1,0,1
6511.25,93.01785714285714,69,95.75,0,1,0,1,1,0,1,1,0,0,1,0
1218.65,18.46439393939394,65,19.55,0,0,0,0,1,1,0,0,1,0,0,0
7447.7,102.02328767123288,72,104.1,0,0,0,0,1,1,1,1,1,1,1,0
1169.35,83.52499999999999,13,89.05,1,1,0,0,1,1,1,1,0,0,0,1
279.5,15.527777777777779,17,20.1,0,0,0,0,1,1,0,0,0,0,0,0
5720.35,110.00673076923077,51,111.55,0,0,1,0,1,1,1,1,0,1,0,0
3121.45,60.027884615384615,51,60.5,0,0,0,0,1,0,0,1,1,0,1,0
6468.6,88.6109589041096,72,90.95,0,0,0,0,0,1,0,1,1,0,0,0
5918.8,87.04117647058824,67,87.4,0,1,1,1,1,0,1,1,0,0,1,1
675.6,19.302857142857142,34,19.7,1,0,0,0,1,0,0,0,0,0,0,0
3521.7,51.78970588235294,67,50.95,0,0,0,0,1,1,0,1,1,0,0,0
923.1,18.462,49,20.05,0,0,0,0,0,1,0,1,0,0,0,0
1110.35,20.562037037037037,53,19.4,0,0,0,0,1,1,0,1,1,0,1,0
1611.65,57.558928571428574,27,59.45,1,1,1,0,1,0,0,0,0,1,0,0
2293.6,95.56666666666666,23,94.75,1,1,1,1,0,1,1,0,0,0,0,1
5553.25,79.33214285714286,69,81.5,0,0,0,0,1,1,0,0,1,0,0,0
44.75,14.916666666666666,2,29.05,1,1,0,0,0,0,0,1,0,1,1,0
3029.1,84.14166666666667,35,86.45,1,1,1,1,0,1,1,0,0,1,0,1
3231.05,68.74574468085106,46,70.6,0,0,0,0,0,0,0,1,0,0,0,0
5129.45,93.26272727272728,54,97.2,0,1,0,1,0,1,1,0,1,0,0,0
5508.35,96.63771929824561,56,98.25,0,1,1,1,0,1,1,1,0,0,0,1
655.9,65.59,9,75.75,1,1,0,1,0,1,1,1,0,1,0,1
1191.2,56.72380952380953,20,59.2,1,0,0,0,1,0,0,0,0,1,0,0
866.4,72.2,11,75.9,1,1,0,1,1,1,1,0,0,0,0,0
2627.2,84.74838709677418,30,90.05,1,1,1,1,0,1,1,1,0,0,0,0
4741.45,68.71666666666667,68,70.95,0,0,0,1,1,0,0,1,1,0,0,0
4009.2,102.8,38,102.6,1,1,1,1,1,1,1,1,0,0,0,0
1463.45,81.30277777777778,17,85.35,1,0,0,1,0,1,1,1,0,1,0,1
5082.8,103.73061224489797,48,106.1,0,1,0,1,1,1,1,0,0,0,0,1
43.8,21.9,1,43.8,1,1,1,1,0,0,0,0,0,1,0,0
3707.6,57.93125,63,59.0,0,0,1,1,1,0,0,1,1,0,1,0
220.45,55.1125,3,69.95,0,1,1,1,0,1,0,0,0,1,0,0
1133.7,23.136734693877553,48,24.35,0,0,0,0,0,0,0,0,0,0,0,0
1983.15,29.599253731343286,66,29.45,0,1,0,0,1,0,0,0,0,1,0,0
5746.75,83.28623188405797,68,84.4,0,1,0,1,0,1,1,1,1,0,1,0
770.6,42.81111111111111,17,45.05,1,1,1,1,1,1,0,0,0,1,0,1
134.05,16.75625,7,20.65,0,0,0,0,0,0,0,1,0,0,1,0
6230.1,85.34383561643835,72,87.1,0,0,0,0,1,1,0,1,1,0,0,0
573.05,19.101666666666667,29,19.85,1,0,0,0,0,0,0,1,0,0,0,0
3419.3,89.98157894736842,37,90.35,1,1,1,0,1,1,1,1,0,1,0,0
3587.25,102.49285714285715,34,109.8,1,0,0,1,0,1,1,0,0,0,0,1
3541.35,82.35697674418604,42,84.65,1,1,1,1,0,1,1,0,0,1,0,1
3801.3,63.355000000000004,59,65.5,0,0,0,0,0,0,0,1,0,0,1,0
868.5,72.375,11,79.5,1,1,0,1,1,1,1,1,0,1,1,1
4859.1,79.65737704918034,60,80.95,1,0,1,1,1,1,1,1,0,1,1,0
1439.35,51.40535714285714,27,56.15,1,1,0,0,0,1,0,0,0,0,0,0
85.8,42.9,1,85.8,1,1,0,1,0,0,1,0,0,1,0,1
79.1,39.55,1,79.1,1,1,1,1,1,1,1,0,0,1,0,1
592.75,32.93055555555556,17,34.4,1,0,0,1,1,0,0,1,0,1,0,0
1185.95,20.10084745762712,58,20.75,0,0,0,0,1,0,0,1,1,0,0,0
18.8,9.4,1,18.8,0,0,0,0,1,0,0,1,0,0,1,0
134.5,33.625,3,44.3,1,1,0,1,0,0,0,1,0,1,1,1
4921.2,91.13333333333333,53,90.8,1,0,1,1,0,0,1,0,0,0,0,0
901.25,25.03472222222222,35,25.6,1,0,1,0,1,1,0,0,0,0,0,0
5341.8,104.74117647058824,50,105.95,1,0,0,1,1,0,1,1,0,1,1,1
4859.95,70.4340579710145,68,70.8,0,1,0,0,1,0,0,1,1,0,1,0
1139.2,23.733333333333334,47,25.4,1,0,1,0,1,0,0,1,0,0,0,0
7082.45,107.30984848484849,65,108.8,1,1,0,1,0,1,1,1,0,0,0,0
324.6,54.1,5,69.75,1,1,1,1,1,1,1,0,0,1,0,1
4812.75,92.55288461538461,51,94.65,1,1,1,1,1,1,1,1,0,1,0,1
4399.5,93.6063829787234,46,96.05,1,1,0,1,0,0,1,0,0,1,0,1
663.55,66.35499999999999,9,76.85,1,1,1,1,0,1,1,0,0,1,0,0
174.65,19.405555555555555,8,20.25,0,0,0,0,0,0,0,0,1,0,0,0
321.7,21.446666666666665,14,24.8,0,0,0,0,1,1,0,0,0,0,0,0
5125.5,111.42391304347827,45,115.65,1,0,1,0,0,1,1,0,0,0,0,0
548.9,60.98888888888889,8,74.6,1,1,0,1,0,1,1,0,0,1,0,0
50.15,25.075,1,50.15,1,1,0,1,1,1,0,0,0,1,1,1
7031.3,104.94477611940299,66,103.15,0,0,0,1,1,1,1,1,0,0,1,0
5016.65,68.72123287671232,72,72.1,0,0,0,0,1,0,0,1,1,0,1,0
4594.95,109.40357142857142,41,113.6,1,0,0,0,0,1,1,1,0,0,0,1
611.45,25.477083333333336,23,25.1,0,0,0,0,0,0,0,1,1,0,1,0
2384.15,79.47166666666666,29,78.9,1,1,1,1,0,1,1,0,0,1,0,1
319.85,63.970000000000006,4,80.15,1,0,1,1,0,1,1,0,0,1,0,0
153.3,21.900000000000002,6,25.4,0,0,0,0,1,0,0,1,1,0,1,0
7035.6,103.46470588235294,67,105.4,0,0,0,0,0,1,1,1,0,0,0,0
344.2,43.025,7,45.75,1,1,0,1,1,1,0,0,0,1,1,0
1431.65,25.116666666666667,56,24.45,0,0,0,0,1,1,0,1,0,0,1,0
1849.2,25.33150684931507,72,25.0,0,0,0,0,0,0,0,1,1,0,0,0
6083.1,83.33013698630137,72,85.25,0,0,1,1,1,1,0,1,1,0,0,0
426.65,17.777083333333334,23,19.6,0,0,0,0,1,0,0,1,1,0,1,0
1655.35,45.981944444444444,35,50.15,1,1,0,1,0,0,0,0,0,1,1,0
1943.9,69.425,27,70.55,1,1,1,1,1,1,1,1,0,1,0,0
1616.15,59.85740740740741,26,60.05,1,1,1,0,0,1,0,1,0,0,1,1
314.95,24.226923076923075,12,26.4,0,0,0,0,1,0,0,1,0,0,1,0
804.85,19.63048780487805,40,20.15,0,0,0,0,0,0,0,0,1,0,0,0
465.7,58.2125,7,58.85,1,0,0,1,1,0,0,1,0,0,1,0
6669.05,93.93028169014084,70,97.55,1,0,0,1,1,1,1,1,0,0,1,0
1161.75,19.045081967213115,60,19.65,0,0,0,0,1,0,0,1,1,0,1,0
947.75,23.69375,39,25.25,0,1,0,1,1,1,0,1,0,1,1,0
8375.05,114.7267123287671,72,114.45,0,0,0,0,1,0,1,1,1,0,0,0
34.7,17.35,1,34.7,1,1,1,1,0,1,0,0,0,1,0,1
3770.0,68.54545454545455,54,70.7,0,1,1,0,1,1,0,1,0,0,1,0
264.8,66.2,3,85.3,1,1,1,1,1,1,1,0,0,1,0,1
4707.85,73.56015625,63,75.55,0,0,0,0,0,0,0,1,1,0,1,0
6152.4,85.44999999999999,71,84.8,0,1,1,0,1,1,1,1,1,0,1,0
958.1,22.28139534883721,42,20.65,0,0,0,0,0,1,0,0,0,0,0,0
943.0,19.645833333333332,47,20.45,0,0,0,0,1,0,0,0,1,0,0,0
6615.15,98.73358208955223,66,102.45,0,1,0,1,0,1,1,1,0,0,1,1
2200.25,100.01136363636364,21,104.4,1,0,0,1,0,1,1,1,0,1,0,1
425.1,35.425000000000004,11,35.65,1,1,1,0,1,1,0,0,0,0,0,0
99.75,49.875,1,99.75,1,1,1,1,1,1,1,0,0,1,1,1
5044.8,90.08571428571429,55,90.45,1,1,1,0,0,0,1,1,0,0,0,0
6743.55,96.33642857142857,69,97.65,0,1,0,0,1,1,1,0,1,0,0,0
196.4,49.1,3,73.85,1,1,1,1,0,0,1,0,0,1,0,0
299.7,59.94,4,74.4,1,1,1,0,1,1,0,0,0,1,0,1
2093.9,67.54516129032258,30,69.1,0,1,0,0,1,1,0,0,1,1,0,0
417.75,69.625,5,82.75,1,1,1,0,0,1,1,0,0,1,0,0
1725.4,23.96388888888889,71,24.4,0,0,0,0,0,1,0,1,1,0,0,0
1620.2,54.00666666666667,29,55.25,0,1,1,1,0,1,0,0,0,0,0,0
3169.55,59.80283018867925,52,61.35,1,1,0,0,1,0,0,1,0,0,0,0
5233.25,75.84420289855072,68,76.75,0,0,0,1,1,0,0,0,0,0,0,0
967.85,20.592553191489362,46,19.4,0,0,0,0,0,0,0,1,1,0,1,0
438.05,48.672222222222224,8,54.75,1,1,0,1,1,1,0,0,0,1,0,0
1421.9,19.478082191780825,72,19.7,0,0,0,0,1,0,0,1,1,0,0,0
323.15,17.952777777777776,17,19.9,0,0,0,0,0,0,0,0,0,0,0,0
318.6,79.65,3,107.95,1,1,1,0,1,1,1,0,0,0,0,0
163.7,54.56666666666666,2,83.8,1,1,0,1,0,1,1,0,0,0,0,0
639.65,63.964999999999996,9,74.25,1,0,0,1,0,1,1,0,0,1,0,1
2928.5,56.31730769230769,51,56.4,0,1,0,1,0,1,0,0,0,0,0,0
100.35,14.335714285714285,6,20.1,0,0,0,0,0,0,0,1,1,0,1,0
273.2,68.3,3,94.9,1,1,1,1,0,0,1,1,0,1,0,0
1608.15,89.34166666666667,17,94.2,1,1,1,1,0,1,1,0,0,1,0,0
1441.95,46.51451612903226,30,49.9,1,1,1,1,1,0,0,1,0,1,0,0
2168.15,67.7546875,31,71.05,1,1,1,0,1,1,0,0,0,0,0,0
3618.7,78.66739130434782,45,81.65,0,0,0,0,0,0,0,0,1,1,0,0
5692.65,87.57923076923076,64,89.45,0,0,0,1,1,0,1,1,0,0,0,0
59.85,29.925,1,59.85,1,1,1,1,1,1,0,0,0,1,0,1
69.6,34.8,1,69.6,1,1,1,1,0,1,1,0,0,1,0,1
5969.3,96.27903225806452,61,99.0,0,1,1,1,1,0,1,1,0,0,1,0
19.05,9.525,1,19.05,1,0,0,0,1,0,0,0,0,0,0,0
418.8,41.88,9,45.4,1,1,1,1,1,1,0,0,0,1,0,1
8100.55,110.96643835616439,72,114.45,0,0,0,0,1,0,1,1,1,0,1,0
19.5,9.75,1,19.5,1,0,0,0,0,0,0,0,0,0,0,1
313.45,39.18125,7,44.25,1,1,0,1,0,1,0,1,0,1,0,0
6130.95,91.50671641791044,66,90.55,0,1,0,0,0,1,1,1,0,0,0,0
69.9,34.95,1,69.9,1,1,1,1,1,1,1,0,0,1,0,1
745.3,18.178048780487803,40,20.4,1,0,0,0,1,1,0,1,0,0,1,0
1212.1,71.3,16,71.4,1,1,0,1,1,1,0,0,0,0,0,0
183.75,61.25,2,87.15,1,1,0,1,0,1,1,0,0,0,0,1
1583.5,23.28676470588235,67,24.85,0,0,0,0,1,0,0,1,1,0,0,0
4162.05,99.09642857142858,41,104.45,0,0,0,1,0,1,1,1,0,0,0,0
1119.9,19.647368421052633,56,19.8,0,0,0,0,0,1,0,1,1,0,1,0
8013.55,109.77465753424657,72,116.45,0,0,0,0,0,1,1,0,1,0,0,0
264.85,66.2125,3,84.75,1,1,0,1,0,1,1,1,0,1,1,1
1102.4,20.043636363636367,54,20.05,0,0,0,0,0,0,0,1,1,0,0,0
5832.0,110.0377358490566,52,110.75,1,1,1,0,1,1,1,0,0,0,0,0
4304.5,84.40196078431373,50,89.7,0,1,0,0,0,1,1,0,1,1,0,0
1178.4,78.56,14,89.95,1,1,1,0,1,1,1,0,0,1,0,1
1421.75,50.776785714285715,27,48.7,0,0,0,1,1,0,0,1,0,1,0,0
6827.5,93.52739726027397,72,96.6,0,0,0,0,0,1,1,1,1,0,0,0
4698.05,74.57222222222222,62,74.3,0,0,0,1,1,1,0,0,0,0,0,0
654.5,50.34615384615385,12,54.3,1,1,1,0,0,1,0,0,0,0,0,0
3268.05,72.62333333333333,44,74.85,0,1,0,0,0,0,0,0,0,1,0,0
4362.05,79.31,54,79.95,0,1,0,0,1,1,1,1,1,0,1,0
1386.9,20.1,68,20.05,0,0,0,0,0,0,0,0,1,0,0,0
415.4,19.780952380952378,20,19.4,1,0,0,0,1,0,0,0,0,0,0,0
2614.1,51.25686274509804,50,54.9,0,1,0,1,1,0,0,1,0,1,1,0
1513.6,25.65423728813559,58,24.45,0,0,0,0,1,1,0,0,1,0,0,0
3161.6,87.82222222222222,35,89.65,1,1,0,1,1,1,1,1,0,0,1,0
80.95,26.983333333333334,2,45.4,1,1,1,1,0,1,0,0,0,1,0,0
4676.7,73.0734375,63,75.7,0,0,0,0,1,0,0,1,1,1,1,0
6526.65,110.62118644067796,58,110.65,0,0,0,1,0,1,1,1,0,0,0,0
583.3,20.832142857142856,27,20.55,0,0,0,0,0,1,0,1,0,0,1,0
8078.1,112.19583333333334,71,115.15,0,0,0,0,0,1,1,1,1,0,0,0
3503.5,54.7421875,63,58.55,0,1,0,1,0,0,0,0,0,1,0,0
6669.45,92.63125,71,93.25,1,1,0,1,1,1,1,1,0,0,0,0
4689.5,111.6547619047619,41,113.2,1,0,1,1,0,1,1,0,0,0,0,1
1201.15,85.79642857142858,13,90.5,1,1,1,1,1,1,1,0,0,1,0,1
143.65,47.88333333333333,2,79.0,1,1,1,1,1,0,1,0,0,1,0,1
1292.65,18.734057971014494,68,19.35,0,0,0,0,0,1,0,1,1,0,1,0
48.75,24.375,1,48.75,1,0,0,1,1,1,0,1,0,1,1,0
7108.2,107.7,65,109.05,0,0,1,0,1,1,1,0,1,1,0,0
1802.55,24.692465753424656,72,25.0,0,0,0,0,1,1,0,1,1,0,0,0
1505.15,51.90172413793104,28,54.9,1,1,0,0,0,1,0,0,0,1,0,0
1859.1,25.46712328767123,72,24.75,0,0,0,0,1,0,0,1,1,0,1,0
168.5,56.166666666666664,2,91.15,1,0,1,1,0,1,1,0,0,0,0,0
390.85,20.571052631578947,18,20.15,0,0,0,0,0,0,0,0,0,0,1,1
6339.45,103.92540983606557,60,104.35,0,1,1,1,1,1,1,1,0,0,0,0
1652.4,61.2,26,66.05,1,1,1,0,0,1,0,0,0,1,0,0
71.65,35.825,1,71.65,1,1,1,1,1,1,1,0,0,1,1,1
77.5,15.5,4,20.35,1,0,0,0,0,0,0,0,0,0,0,1
6392.85,92.65,68,92.2,0,0,0,0,1,1,0,1,1,0,1,0
3264.5,83.7051282051282,38,84.25,1,1,0,0,0,1,1,0,0,0,0,1
4599.15,106.95697674418604,42,105.2,0,0,0,1,0,1,1,1,0,1,0,0
1134.25,19.55603448275862,57,19.6,0,0,0,0,0,1,0,1,1,0,0,0
1621.35,29.479090909090907,54,30.4,1,1,1,1,1,0,0,1,0,0,0,0
947.3,72.86923076923077,12,78.1,1,1,0,1,0,0,1,0,0,1,0,1
2722.2,60.49333333333333,44,61.5,0,0,0,1,0,1,0,1,0,0,0,0
3058.3,71.12325581395349,42,69.4,1,0,0,1,1,1,0,1,0,0,1,0
1769.6,24.241095890410957,72,24.75,0,0,0,0,1,0,0,1,1,0,1,0
6293.75,87.41319444444444,71,91.05,0,0,0,0,0,0,0,1,1,0,1,0
1761.05,88.0525,19,89.65,1,1,0,1,0,0,1,1,0,1,0,1
1642.75,68.44791666666667,23,73.65,1,1,0,0,0,1,0,1,0,1,0,0
578.5,18.661290322580644,30,19.4,0,0,0,0,0,0,0,0,1,0,0,0
954.9,26.525,35,26.2,0,0,0,0,1,0,0,0,0,0,0,0
973.25,88.47727272727273,10,98.7,1,0,1,1,0,1,1,0,0,1,0,1
43.85,21.925,1,43.85,1,1,0,1,1,1,0,0,0,1,0,0
1490.4,64.8,22,69.7,1,1,0,1,1,1,1,0,0,1,0,0
280.0,35.0,7,38.55,0,0,0,1,1,0,0,1,1,0,1,0
1901.25,51.38513513513514,36,53.1,0,0,0,0,0,1,0,0,1,0,0,0
716.4,20.468571428571426,34,20.65,1,0,0,0,0,0,0,1,0,0,1,0
4720.0,64.65753424657534,72,64.45,0,0,0,1,1,0,0,1,1,0,1,0
930.95,25.160810810810812,36,25.1,0,0,0,0,1,0,0,1,1,0,1,0
76.35,38.175,1,76.35,1,1,1,1,0,0,1,0,0,1,0,1
1676.95,69.87291666666667,23,79.15,1,1,1,1,0,1,1,0,0,0,0,1
